vaalipiiri,id,sukunimi,etunimi,nimi,puolue,ikä,sukupuoli,Toimin tällä hetkellä kansanedustajana.,valittu,sitoutumaton,kotikunta,ehdokasnumero,Mitä asioita haluat edistää tai ajaa tulevalla vaalikaudella,Vaalilupaus 1,Vaalilupaus 2,Vaalilupaus 3,Äidinkieli,Kotisivun osoite:,Facebook-profiilin osoite:,Twitter-profiilin osoite:,Lapsia,Perheeseeni kuuluu:,Vapaa-ajalla sydäntäni lähinnä on,Työnantaja,Ammattiasema,Ammatti,Koulutus,Kielitaito,Uskonnollinen yhteisö,Poliittisen puolueen jäsen,Poliittinen kokemus,Käytän vaaleihin rahaa,Ulkopuolisen rahoituksen osuus,Tärkein ulkopuolinen rahoituslähde,Vuositulot,Sijoitusten arvo (esim. osakkeet - rahastot),127|Suomessa on liian helppo elää sosiaaliturvan varassa,128|Kaupan ja muiden liikkeiden aukioloajat on vapautettava.,129|Suomessa on siirryttävä perustuloon joka korvaisi nykyisen sosiaaliturvan vähimmäistason.,130|Työntekijälle on turvattava lailla minimityöaika.,131|Ansiosidonnaisen työttömyysturvan kestoa pitää lyhentää.,132|Euron ulkopuolella Suomi pärjäisi paremmin.,133|Ruoan verotusta on varaa kiristää.,134|Valtion ja kuntien taloutta on tasapainotettava ensisijaisesti leikkaamalla menoja.,135|Lapsilisiä on korotettava ja laitettava verolle.,136|Suomella ei ole varaa nykyisen laajuisiin sosiaali- ja terveyspalveluihin.,137|Nato-jäsenyys vahvistaisi Suomen turvallisuuspoliittista asemaa.,138|Suomeen tarvitaan enemmän poliiseja.,139|Maahanmuuttoa Suomeen on rajoitettava terrorismin uhan vuoksi.,140|Venäjän etupiiripolitiikka on uhka Suomelle.,141|Verkkovalvonnassa valtion turvallisuus on tärkeämpää kuin kansalaisten yksityisyyden suoja.,142|Suomen on osallistuttava Isisin vastaiseen taisteluun kouluttamalla Irakin hallituksen joukkoja.,143|Parantumattomasti sairaalla on oltava oikeus avustettuun kuolemaan.,144|Terveys- ja sosiaalipalvelut on tuotettava ensijaisesti julkisina palveluina.,145|Viranomaisten pitää puuttua lapsiperheiden ongelmiin nykyistä herkemmin.,146|Vanhuksen ja hänen omaistensa vastuuta hoitokustannuksista on lisättävä.,147|Kansalaisten oikeus terveyspalveluihin on tärkeämpää kuin kuntien itsehallinto.,148|Ilmastonmuutoksen hillitseminen pitää asettaa teollisuuden kilpailukyvyn edelle.,149|Geenimuunneltu ruoka on turvallista ihmiselle ja ympäristölle.,150|Suomen pitää ottaa suurempi vastuu EU:n alueelle tulevista turvapaikanhakijoista.,"151|On aika luopua ajatuksesta, että koko Suomi on pidettävä asuttuna.",152|Peruskoulun opetusryhmien koko on rajattava lailla esimerkiksi 20 oppilaaseen.,201|Suomen Nato-jäsenyydestä on järjestettävä kansanäänestys.,244|Hyväksytään periaatepäätös uuden ydinvoimalaitosyksikön rakentamisesta.,245|Tuloveroa alennetaan tasaisesti kaikissa tuloluokissa talouden elvyttämiseksi.,246|Edellisen eduskunnan hyväksymä lainmuutos samaa sukupuolta olevien avioliiton sallimisesta peruutetaan.,247|Mietojen viinien ja vahvojen oluiden myynti ruokakaupassa sallitaan.,248|Ruotsin kielen opiskelu muutetaan vapaaehtoiseksi.
08 Kaakkois-Suomen vaalipiiri,4398,Tiusanen,Kari,Tiusanen Kari,Suomen Kristillisdemokraatit (KD),68,M,0,0,0,Kotka,51,Lapsiperheiden ja nuorten työttömyyden asiat haluan nostaa voimakkaammin agendalle.Myöskin vanhusten ja sotaveteraanien asioiden eteenpäinvieminen on yksi tavoitteistani.,"Pyrin aidosti,avoimin silmin ja korvin ja rehellisesti paneutumaan niihin asioihin joihin valtakirjani olen saanut.",Pyrin toimimaan oman vaalipiirini asioiden hoitamiseen unohtamatta kuitenkaan kokonaisuutta.,"Pyrin toimimaan ""sillanrakentajana"" niin eri asioiden kuin puolueidenkin välillä, kunnioittaen kaikkien näkemyksiä mitä pöydälle nostetaan-",suomi ,,,,kyllä ,Vaimo ja yksi aikuinen poika (naimisissa) ja kaksi aivan ihanaa lastenlasta;Julia 8v ja Thomas 11v ja tietenkin maailman ihanin miniä.,musiikki ,ei työelämässä,eläkeläinen ,herastuomari,peruskoulu ,suomi ,muu kristillinen kirkko tai yhteisö ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto ,1 000-5 000 euroa ,1-20 % ,puolueen tuki ,,,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,ohita kysymys,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,Kyllä,Kyllä,Kyllä,Kyllä,Ei,Kyllä
01 Helsingin vaalipiiri,5627,Toijonen,Karita,Toijonen Karita,Suomen Sosialidemokraattinen Puolue,49,F,0,0,0,Helsinki,150,Talouskasvua ei edistetä julkisen sektorin leikkauksilla. Vahva julkinen sektori tukee myös yritysten toimintaa. Kaikki keinot tulee käyttää työpaikojen luomiseen ei niiden vähentämiseen julkisella puolella. Syrjäytymisen ehkäisyyn ja tasaarvon  edistämiseen tarvitaan selkeät  keinot. Ne ovat koulutus sekä työn  ja toimeentulon turvaaminen jokaiselle. Alueellinen eriarvoistuminen terveydenhuollossa ja kouluissa on pysäytettävä.,Lupaan edistää tasa-arvoista ja oikeudenmukaista hyvinvointivaltiota.,"Sitoudun työhöni ja perehdyn huolella päätettäviin asioihin, eri näkökulmiin taustoihin ja vaikutuksiin.","En unohda äänestäjiäni, säilytän yhtydet ihmisiin ja viiteryhmiini.",suomi ,http://karitatoijonen.fi,http://www.facebook.com/karitatoijonenehdokas2015,https://twitter.com/@karita_toijonen,kyllä ,Aviomies. Aikuinen tytär ei asu enää kotona.,,julkinen ,korkeakoulututkintoa vaativa tehtävä ,erityisluokanopettaja,korkeakoulututkinto ,suomi |ruotsi |englanti |ranska ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto ,5 000-10 000 euroa ,1-20 % ,yksityiset lahjoitukset ,30 000-50 000 euroa ,ei sijoituksia ,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,Kyllä,Ei,Ei,Ei,Ei,Ei
13 Lapin vaalipiiri,6172,Toikka,Eila,Toikka Eila,Kansallinen Kokoomus,57,F,0,0,0,Kemi,75,"Lapin saavutettavuutta, osaamisen turvaamista, kultturin osaamisen arvostusta ja työtä.",Lupaan olla tavoitettavissa.,Lupaan kuunnella.,Lupaan opetella uusia asioita.,suomi ,http://eilatoikka.com,,,,,musiikki ,julkinen ,asiantuntijatehtävä ,Kanttori,korkeakoulututkinto ,suomi |ruotsi |englanti ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä ,1 000-5 000 euroa ,1-20 % ,puolueen tuki ,,,1 - täysin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,Kyllä,Kyllä,Kyllä,Ei,Ei,Ei
08 Kaakkois-Suomen vaalipiiri,4507,Toikka,Marita,Toikka Marita,Kansallinen Kokoomus,41,F,0,0,0,,31,,,,,,,,,,,,,,"varatuomari, hallintojohtaja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08 Kaakkois-Suomen vaalipiiri,4444,Toivakka,Lenita,Toivakka Lenita,Kansallinen Kokoomus,53,F,1,1,0,Mikkeli,32,"1.) Työnteon ja kasvun edistäminen – Suomi tarvitsee lisää työtä ja parempaa työelämää. Työnantaja ja työntekijä ovat samassa veneessä – molempien menestys on kiinni toisistaan. Tarvitsemme hyvinvoivaa työelämää.     Hyvinvointi syntyy työstä ja uudet työpaikat syntyvät yrityksissä. Valtion tehtävä on luoda olosuhteet, joissa yrittäminen ja työnteko kannattavat. Yrittäjiä on kuunneltava.    Päätöksenteon on oltava ennakoitavaa ja luottamusta herättävää. Kokonaisveroastetta ei saa nostaa. Verotuksen on kannustettava työntekoon, yrittämiseen ja investointeihin.    2.) Huolenpito ja turvallisuus – Huolenpito ja hyvinvointimme perustuu työntekoon. Hyvinvointi on turvattava myös tuleville sukupolville. Sosiaali- ja terveyspalveluiden uudistamista on jatkettava. Korjaavista palveluista on päästävä ennaltaehkäiseviin ja terveyttä edistäviin toimenpiteisiin. Apua on saatava oikea-aikaisesti.  Arjen turvallisuus on taattava varmistamalla poliisin riittävät resurssit ja panostamalla ennaltaehkäisyyn niin terveydenhuollossa kuin lähisuhdeväkivallassakin. Ulkoisesta turvallisuudesta Suomen on huolehdittava korottamalla puolustusmäärärahoja ja luotava lainsäädäntö vastaamaan uusiin uhkiin verkossa.    3.) Yhteistyö – Suomi on avoin yhteiskunta, jonka hyvinvointi perustuu kansainvälisyyteen ja toimiviin kauppasuhteisiin. Suomalaisten yritysten mahdollisuuksia kasvaa ja kansainvälistyä on tuettava jatkossakin. Team Finland –työtä on jatkettava.","Edistää vastuullista taloudenpitoa, koska se on välttämätöntä hyvinvoinnin turvaamiseksi.","Kannustaa yrittäjyyteen, työntekoon ja uuteen kasvuun.",Kuunnella ja tehdä kovasti töitä.,suomi ,http://www.lenitatoivakka.fi,https://www.facebook.com/lenitatoivakka,https://twitter.com/toivakka,kyllä ,"Aviomies, kolme aikuista tytärtä ja australianterrieri Ringo",liikunta ,julkinen ,joku muu,kansanedustaja,korkeakoulututkinto ,suomi |ruotsi |englanti ,,kyllä ,kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto |kansanedustaja ,20 000-50 000 euroa ,,,,,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,Kyllä,Kyllä,Kyllä,Ei,Ei,Ei
10 Vaasan vaalipiiri,6370,Toivanen,Jani Pontus,Toivanen Jani Pontus,Valitsijayhdistys Jani Pontus Toivanen,36,M,0,0,0,,157,,,,,,,,,,,,,,"opiskelija, studerande",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 Oulun vaalipiiri,5143,Toivanen,Pinja,Toivanen Pinja,Vasemmistoliitto,39,F,0,0,0,Sotkamo,149,"Työllisyyttä on saatava paremmaksi, hyvinvointia syntyy työtä tekemällä. Pienyrittäjien toimintamahdollisuuksia on vahvistettava heidän sosiaaliturvaansa parantamalla, sekä nostamalla arvonlisäveron tilittämisen alarajaa. Julkiset palvelut on säilytettävä ja niiden on oltava kaikkien saatavilla. Pienituloisten kuten eläkeläisten, opiskelijoiden, työttömien ja lapsiperheiden toimeentuloa on parannettava. Kaikki tulot, myös pääomatulot, progressiivisesti verotettavaksi. Eli verotus maksukyvyn mukaan. Nuorille on oltava riittävästi koulutuspaikkoja ja koulutusvaihtoehtoja koko maassa. Myös aikuisille alanvaihtajille on oltava jatkossakin mahdollisuuksia erilaisiin koulutusvaihtoehtoihin.","Teen parhaani pienituloisten, lapsiperheiden ja opiskelijoiden kuin myös tavallisten työntekijöiden aseman ja etujen parantamiseksi.",Käytän päätöksenteossa apuna maalaisjärkeä ja tarkastelen asioita tavallisen kansalaisen näkökulmasta.,"Pidän yhteyttä kotimaakuntaani, huolehdin sen edunvalvonnasta ja olen parhaani mukaan ihmisten tavoitettavissa.",suomi ,http://www.pinjatoivanen.com,http://www.facebook.com/pages/Pinja-Toivanen/534041956719185,http://twitter.com/toivanenpinja,kyllä ,18-vuotias poika,,,,kirvesmies,korkeakoulututkinto ,suomi |ruotsi |englanti ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto ,,,,,,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,ohita kysymys,ohita kysymys,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,ohita kysymys,ohita kysymys,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,,4 - täysin eri mieltä,,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,Kyllä,,Ei,Ei,Ei,Kyllä
02 Uudenmaan vaalipiiri,5772,Toivola,Jani,Toivola Jani,Vihreä liitto,37,M,1,1,0,,123,"Työelämän sukupuolittuneet rakenteet tarvitsevat paljon uudistamista. Naisella tulee olla sama palkka kuin miehellä, yhtäläiset mahdollisuudet edetä työelämässä ja vanhemmuuden kustannukset tulee jakaa tasaisesti. Haluan edistää myös miesten mahdollisuuksia jäädä kotiin hoitamaan lapsia.    Translaki, äitiyslaki sekä vammaisten oikeuksien sopimuksen toimeenpano ovat tärkeitä ihmisoikeuskysymyksiä, joiden voimaan saattamiseksi haluan tehdä työtä.     Taiteen edellytykset toimia, kasvaa ja kehittyä on suorassa yhteydessä yhteisen kulttuurimme kehittymiseen. Taiteen rahoitus on murroksessa ja taiteen tekeminen uhattuna. Rahoitusjärjestelmää ja taidelaitosten verkostoa on uskallettava uudistaa niin että vanhat sekä uudet taidemuodot ja ryhmät saavat riittävät edellytykset toimia. Kannatan vahvasti myös taiteen viemistä osaksi sosiaali-ja terveyspalveluita. Draamakasvatusta kouluihin, hoivataidetta ikäihmisille ja luovuus osana työhyvinvointia ja mielenterveystyötä.    Olen vieraillut yli 200 koulussa ympäri Suomea. Nuorten osallisuus ja vaikuttamisen mahdollisuudet ovat olleet työssäni tärkeitä teemoja. Olen edistänyt nuorten kuulemista eduskunnassa ja ajanut kouluihin draamakasvatusta. Tulevalla kaudella tärkeä tavoite on saada kattava nuorisolaki joka takaa nuorille vaikuttamisen mahdollisuuksia asuinalueesta ruippumatta. Koulujärjestelmän kehittäminen on myös tärkeä tavoite. Koulun tulee olla avoin, monimuotoinen ja esteetön.",Äitiyslaki on saatava voimaan tulevalla vaalikaudella. Kaikkien perheiden tulee olla yhdenvertaisia. Jokaisella lapsella on oikeus turvaan.,Translaki pitää sisällään sterilisaatiopakon. Laki on vastoin ihmisoikeuksia ja jokaisen itsemääräämisoikeutta. Uusi translaki on ehdoton.,YK:n vammaisten oikeuksien sopimuksen toimeenpano vaatii lakia itsemääräämisoikeudesta. Sama laki koskettaa myös ikäihmisiä.,suomi ,http://www.janitoivola.net,,https://twitter.com/@janitoivola,kyllä ,Minä ja reilun vuoden ikäinen tyttäreni.,"teatteri, tanssi ja ooppera ",,yrittäjä ,"Kansanedustaja, yrittäjä",ammattitutkinto ,suomi |ruotsi |englanti ,evankelis-luterilainen kirkko ,kyllä ,kansanedustaja ,10 000-20 000 euroa ,51-80 % ,yksityiset lahjoitukset ,50 000-70 000 euroa ,,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,Kyllä,Ei,Kyllä,Ei,Ei,Ei
10 Vaasan vaalipiiri,4804,Tolppanen,Maria,Tolppanen Maria,Perussuomalaiset,62,F,1,1,0,Vaasa,81,"Työ, yrittäminen, välittäminen - ovat keskeisiä asioita.  Emme tarvitse lisää alemman koulutuksen  työperäisiä maahanmuuttajia. Meillä on puolimiljoonaa työikäistä, työkykyistä ja työhaluista työttömänä. Hoidetaan tämä asia ensin.","Kuuntelen herkällä korvalla ihmisiä, autan siinä missä voin ja teen parhaani, jotta ongelmat oikenevat.",Olen aina vähäväkisen puolella. Lapset tarvitsevat turvallisen lapsuuden ja ikäihmiset inhimillisen vanhuuden.,Pidän kiinni suomalaisesta kulttuurista ja perimätavoista sekä meille tutuista traditioista,suomi ,http://mariatolppanen.blogaaja.fi,https://facebook.com/maria.tolppanen,https://twitter.com/@MTolppanen,kyllä ,"3 aikuista lasta, 4 lastenlasta","teatteri, tanssi ja ooppera ",julkinen ,johtava asema ,"Kansanedustaja, tv-toimittaja",joku muu,suomi |ruotsi |englanti |saksa ,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,ei,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto |kansanedustaja ,,,,70 000-100 000 euroa ,0-10 000 euroa ,1 - täysin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,Kyllä,Kyllä,Ei,Ei,Kyllä,Kyllä
02 Uudenmaan vaalipiiri,4885,Tolvanen,Kari,Tolvanen Kari,Kansallinen Kokoomus,53,M,1,1,0,Espoo,322,"Jatkan työtäni mm. vaalilupauksissani mainitsemien asioiden parissa. Paljon olemme saaneet aikaiseksi eduskunnassa ajamissani asioissa. Vielä on kuitenkin tehtävää esim. turvallisen arjen, lasten, nuorten ja ikäihmisten aseman parantamiseksi, syrjäytymisen ja mielenterveysongelmien ehkäisemiseksi sekä ulkoisen turvallisuuden parantamiseksi taloutta unohtamatta.",Lupaan tehdä parhaani sisäisen ja ulkoisen turvallisuuden parantamiseksi.,"Lupaan tehdä parhaani syrjäytymisen ja mielenterveysongelmien ehkäisemiseksi sekä lasten, nuorten ja ikäihmisten aseman parantamiseksi.",Lupaan tehdä parhaani järkevien talouspäätösten puolesta Suomen saamiseksi kasvu-uralle ja hyvinvoinnin turvaamiseksi.,suomi ,http://www.karitolvanen.fi,http://www.facebook.com/kari.tolvanen.7,,kyllä ,,,julkinen ,joku muu,"Kansanedustaja, virkavapaalla oleva rikosylikomisario, Mielenterveyden keskusliiton puheenjohtaja",ylioppilas ,suomi |ruotsi |englanti ,,kyllä ,kansanedustaja ,5 000-10 000 euroa ,21-50% ,yksityiset lahjoitukset ,70 000-100 000 euroa ,0-10 000 euroa ,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,Kyllä,Tyhjä,Kyllä,Tyhjä,Kyllä,Kyllä
09 Savo-Karjalan vaalipiiri,6037,Tolvanen,Pentti,Tolvanen Pentti,Itsenäisyyspuolue,66,M,0,0,0,Juankoski,103,"Kuntien elinmahdollisuuksien parantaminen, julkisten palveluiden järkeistäminen ja sitä kautta kustannussäästöjä ja parempia palveluja. Kuntien 5 vuoden työsuhteen suoja-ajan poistaminen ja sama irtisanomiskäytäntö kuin muillakin.  Valtiontalouden korjaaminen monin eri keinoin, mm. vakansseja ja tehtäviä vähentämällä, Kreikan tuista irtautumalla, ottamalla Suomen markka takaisin, kehitysapua leikkaamalla ja muutamalla.  Konsulttidemokratian lopettamisella. Poliittisten päättäjien vastuun lisäämisellä erityisesti kunnissa. jne..","Hoidan työni tunnollisesti, vaivannäköä säästämättä. Olen aina työkunnossa, enkä käytä alkoholia lainkaan.",En osallistu yhdellekään huvimatkalle veronmaksajien kustannuksella... ns. valiokuntamatkoille.,Tuon esiin ehdotuksia julkisen hallinnon parempaa tarkastamista ajatellen.,suomi ,,,,kyllä ,"vaimo ja tytär, poika on 36 v ja itsenäinen",liikunta ,yksityinen ,,tekn. joht.,ylioppilas ,suomi |ruotsi |englanti |saksa ,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto ,1 000-5 000 euroa ,0 %,ei ulkopuolista vaalirahoitusta,50 000-70 000 euroa ,ei sijoituksia ,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,Kyllä,Kyllä,Kyllä,Tyhjä,Kyllä,Kyllä
04 Satakunnan vaalipiiri,5955,Tommila,Markku,Tommila Markku,Muutos 2011,56,M,0,0,0,,8,,,,,,,,,,,,,,muusikko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
